idx,Unnamed: 0,id,CODE_CULTU,path,meanCLD,sequencelength,classid,classname,region
67492,67492,6086465,PTR,csv/frh04/6086465.csv,677.0637067460851,101,8,temporary meadows,belle-ile
67493,67493,6086466,PRL,csv/frh04/6086466.csv,676.4981896247876,101,7,permanent meadows,belle-ile
67494,67494,6086467,PTR,csv/frh04/6086467.csv,687.3772864403004,101,8,temporary meadows,belle-ile
67496,67496,6086469,PTR,csv/frh04/6086469.csv,642.9029853012363,101,8,temporary meadows,belle-ile
67497,67497,6086470,PRL,csv/frh04/6086470.csv,645.8464558818182,101,7,permanent meadows,belle-ile
67498,67498,6086471,PTR,csv/frh04/6086471.csv,645.3188927055971,101,8,temporary meadows,belle-ile
67499,67499,6086472,PRL,csv/frh04/6086472.csv,654.2330727609852,101,7,permanent meadows,belle-ile
67565,67565,6086554,PRL,csv/frh04/6086554.csv,655.7396662743198,101,7,permanent meadows,belle-ile
67566,67566,6086555,PTR,csv/frh04/6086555.csv,658.4353411486549,101,8,temporary meadows,belle-ile
67574,67574,6086543,PRL,csv/frh04/6086543.csv,651.284884921829,101,7,permanent meadows,belle-ile
67576,67576,6086545,PTR,csv/frh04/6086545.csv,689.0247682646216,101,8,temporary meadows,belle-ile
67577,67577,6086546,MIE,csv/frh04/6086546.csv,683.4261706713658,101,3,corn,belle-ile
67578,67578,6086547,PTR,csv/frh04/6086547.csv,679.2871287128712,101,8,temporary meadows,belle-ile
67579,67579,6086548,PRL,csv/frh04/6086548.csv,705.3269281006651,101,7,permanent meadows,belle-ile
67580,67580,6086549,PRL,csv/frh04/6086549.csv,679.2871287128712,101,7,permanent meadows,belle-ile
67581,67581,6086550,PTR,csv/frh04/6086550.csv,704.6529537391954,101,8,temporary meadows,belle-ile
67582,67582,6086551,PTR,csv/frh04/6086551.csv,687.6444892896933,101,8,temporary meadows,belle-ile
67583,67583,6086557,MIE,csv/frh04/6086557.csv,689.031524839231,101,3,corn,belle-ile
67585,67585,6086559,MIE,csv/frh04/6086559.csv,658.2748836100341,101,3,corn,belle-ile
67586,67586,6086560,PTR,csv/frh04/6086560.csv,649.484368478313,101,8,temporary meadows,belle-ile
67587,67587,6086561,PRL,csv/frh04/6086561.csv,650.4617774174111,101,7,permanent meadows,belle-ile
67588,67588,6086562,PRL,csv/frh04/6086562.csv,659.009900990099,101,7,permanent meadows,belle-ile
67589,67589,6086563,PTR,csv/frh04/6086563.csv,640.1322309355353,101,8,temporary meadows,belle-ile
67590,67590,6086564,PRL,csv/frh04/6086564.csv,651.5999953352225,101,7,permanent meadows,belle-ile
67591,67591,6086565,PTR,csv/frh04/6086565.csv,699.5643564356436,101,8,temporary meadows,belle-ile
67593,67593,6086567,PTR,csv/frh04/6086567.csv,694.3422163199838,101,8,temporary meadows,belle-ile
67666,67666,6086640,PTR,csv/frh04/6086640.csv,649.4066016962764,101,8,temporary meadows,belle-ile
67667,67667,6086641,PTR,csv/frh04/6086641.csv,640.0213158930571,101,8,temporary meadows,belle-ile
67668,67668,6086642,PRL,csv/frh04/6086642.csv,632.8383949506062,101,7,permanent meadows,belle-ile
67669,67669,6086643,PTR,csv/frh04/6086643.csv,638.6484612720019,101,8,temporary meadows,belle-ile
67671,67671,6086645,PTR,csv/frh04/6086645.csv,676.9714517888073,101,8,temporary meadows,belle-ile
69788,69788,6097515,PPH,csv/frh04/6097515.csv,648.8712871287129,101,7,permanent meadows,belle-ile
70299,70299,6099857,MIE,csv/frh04/6099857.csv,656.9322903015933,101,3,corn,belle-ile
75296,75296,6094621,PRL,csv/frh04/6094621.csv,675.0502253741428,101,7,permanent meadows,belle-ile
75297,75297,6094622,PRL,csv/frh04/6094622.csv,654.2396502111083,101,7,permanent meadows,belle-ile
75299,75299,6094624,PRL,csv/frh04/6094624.csv,705.6021927545537,101,7,permanent meadows,belle-ile
75300,75300,6094625,PRL,csv/frh04/6094625.csv,669.1485148514852,101,7,permanent meadows,belle-ile
75302,75302,6094627,PRL,csv/frh04/6094627.csv,657.6536647123737,101,7,permanent meadows,belle-ile
75303,75303,6094628,PRL,csv/frh04/6094628.csv,661.9558920475707,101,7,permanent meadows,belle-ile
75305,75305,6094630,PRL,csv/frh04/6094630.csv,681.7539984767708,101,7,permanent meadows,belle-ile
75306,75306,6094631,PRL,csv/frh04/6094631.csv,638.7326732673267,101,7,permanent meadows,belle-ile
75307,75307,6094632,PRL,csv/frh04/6094632.csv,667.2571698939805,101,7,permanent meadows,belle-ile
75308,75308,6094633,PTR,csv/frh04/6094633.csv,672.8313752930063,101,8,temporary meadows,belle-ile
76858,76858,6096245,PTR,csv/frh04/6096245.csv,598.178217821782,101,8,temporary meadows,belle-ile
76859,76859,6096246,PTR,csv/frh04/6096246.csv,622.2531102145401,101,8,temporary meadows,belle-ile
76860,76860,6096247,PTR,csv/frh04/6096247.csv,609.4405740591625,101,8,temporary meadows,belle-ile
76862,76862,6096249,ORH,csv/frh04/6096249.csv,598.178217821782,101,0,barley,belle-ile
76863,76863,6096250,PTR,csv/frh04/6096250.csv,598.178217821782,101,8,temporary meadows,belle-ile
76864,76864,6096251,PPH,csv/frh04/6096251.csv,679.2871287128712,101,7,permanent meadows,belle-ile
76865,76865,6096252,PTR,csv/frh04/6096252.csv,661.9165424669676,101,8,temporary meadows,belle-ile
76867,76867,6096254,PTR,csv/frh04/6096254.csv,586.9667347687149,101,8,temporary meadows,belle-ile
76869,76869,6096256,PTR,csv/frh04/6096256.csv,615.252166775832,101,8,temporary meadows,belle-ile
76870,76870,6096257,PTR,csv/frh04/6096257.csv,614.0462260885166,101,8,temporary meadows,belle-ile
76871,76871,6096258,PRL,csv/frh04/6096258.csv,613.3356977488794,101,7,permanent meadows,belle-ile
76872,76872,6096259,PPH,csv/frh04/6096259.csv,604.9931467154082,101,7,permanent meadows,belle-ile
76874,76874,6096261,PPH,csv/frh04/6096261.csv,614.1312444116597,101,7,permanent meadows,belle-ile
76876,76876,6096263,PPH,csv/frh04/6096263.csv,580.1540154015403,101,7,permanent meadows,belle-ile
76908,76908,6096305,PTR,csv/frh04/6096305.csv,628.5940594059406,101,8,temporary meadows,belle-ile
76909,76909,6096306,PPH,csv/frh04/6096306.csv,653.2743698925804,101,7,permanent meadows,belle-ile
76919,76919,6096303,PPH,csv/frh04/6096303.csv,622.6128043653587,101,7,permanent meadows,belle-ile
76920,76920,6096304,PTR,csv/frh04/6096304.csv,635.6458981078164,101,8,temporary meadows,belle-ile
76922,76922,6096308,PPH,csv/frh04/6096308.csv,659.1707203823829,101,7,permanent meadows,belle-ile
76923,76923,6096309,PTR,csv/frh04/6096309.csv,669.8112256047336,101,8,temporary meadows,belle-ile
76924,76924,6096310,PTR,csv/frh04/6096310.csv,676.5456434138093,101,8,temporary meadows,belle-ile
76925,76925,6096311,PTR,csv/frh04/6096311.csv,679.2871287128712,101,8,temporary meadows,belle-ile
76926,76926,6096312,PPH,csv/frh04/6096312.csv,662.5660787738052,99,7,permanent meadows,belle-ile
76927,76927,6096313,MIE,csv/frh04/6096313.csv,679.2741981818547,101,3,corn,belle-ile
76928,76928,6096314,PTR,csv/frh04/6096314.csv,659.0004800316052,101,8,temporary meadows,belle-ile
76929,76929,6096315,PTR,csv/frh04/6096315.csv,665.3015939891861,101,8,temporary meadows,belle-ile
76930,76930,6096316,PTR,csv/frh04/6096316.csv,684.5141515624316,101,8,temporary meadows,belle-ile
77763,77763,6097170,PTR,csv/frh04/6097170.csv,688.8710507543577,101,8,temporary meadows,belle-ile
77764,77764,6097171,PTR,csv/frh04/6097171.csv,686.2543042481589,101,8,temporary meadows,belle-ile
77765,77765,6097172,PTR,csv/frh04/6097172.csv,676.5241959523512,101,8,temporary meadows,belle-ile
77766,77766,6097173,PRL,csv/frh04/6097173.csv,672.3211423183135,101,7,permanent meadows,belle-ile
77767,77767,6097174,MIE,csv/frh04/6097174.csv,677.4250614250615,101,3,corn,belle-ile
77769,77769,6097176,PTR,csv/frh04/6097176.csv,670.0342808474396,101,8,temporary meadows,belle-ile
77770,77770,6097177,PTR,csv/frh04/6097177.csv,687.0975072123817,101,8,temporary meadows,belle-ile
77771,77771,6097178,PTR,csv/frh04/6097178.csv,689.4128302267462,101,8,temporary meadows,belle-ile
77772,77772,6097179,PPH,csv/frh04/6097179.csv,638.8341545446382,101,7,permanent meadows,belle-ile
77773,77773,6097180,MIE,csv/frh04/6097180.csv,678.5484428314886,101,3,corn,belle-ile
77774,77774,6097181,PPH,csv/frh04/6097181.csv,679.5769803492261,101,7,permanent meadows,belle-ile
77775,77775,6097182,PTR,csv/frh04/6097182.csv,627.7890443127201,101,8,temporary meadows,belle-ile
77777,77777,6097184,MIE,csv/frh04/6097184.csv,639.2603032921386,101,3,corn,belle-ile
78059,78059,6097516,PRL,csv/frh04/6097516.csv,650.2843665373141,101,7,permanent meadows,belle-ile
78070,78070,6097517,PRL,csv/frh04/6097517.csv,659.2504681588857,101,7,permanent meadows,belle-ile
78105,78105,6097518,PPH,csv/frh04/6097518.csv,656.4811742281007,101,7,permanent meadows,belle-ile
78106,78106,6097519,PTR,csv/frh04/6097519.csv,618.4554455445543,101,8,temporary meadows,belle-ile
78107,78107,6097520,BTH,csv/frh04/6097520.csv,638.424457325158,101,1,wheat,belle-ile
78108,78108,6097521,MIE,csv/frh04/6097521.csv,631.4897350998226,101,3,corn,belle-ile
78109,78109,6097522,PTR,csv/frh04/6097522.csv,630.3334976569041,101,8,temporary meadows,belle-ile
78112,78112,6097525,PPH,csv/frh04/6097525.csv,629.7954558461627,101,7,permanent meadows,belle-ile
78113,78113,6097526,PTR,csv/frh04/6097526.csv,644.8301091765405,101,8,temporary meadows,belle-ile
78114,78114,6097527,PRL,csv/frh04/6097527.csv,623.7943402265147,101,7,permanent meadows,belle-ile
78171,78171,6097585,PRL,csv/frh04/6097585.csv,640.1933210270179,101,7,permanent meadows,belle-ile
78172,78172,6097586,PRL,csv/frh04/6097586.csv,632.3778711126108,101,7,permanent meadows,belle-ile
78174,78174,6097588,PTR,csv/frh04/6097588.csv,644.9521132758438,101,8,temporary meadows,belle-ile
78175,78175,6097589,PTR,csv/frh04/6097589.csv,621.1405940594059,101,8,temporary meadows,belle-ile
78176,78176,6097590,PRL,csv/frh04/6097590.csv,628.5940594059406,101,7,permanent meadows,belle-ile
78177,78177,6097591,PPH,csv/frh04/6097591.csv,647.0662866390751,101,7,permanent meadows,belle-ile
78178,78178,6097592,PRL,csv/frh04/6097592.csv,628.5940594059406,101,7,permanent meadows,belle-ile
78179,78179,6097593,PTR,csv/frh04/6097593.csv,632.5023838142994,101,8,temporary meadows,belle-ile
78180,78180,6097594,PTR,csv/frh04/6097594.csv,648.8712871287129,101,8,temporary meadows,belle-ile
78182,78182,6097595,PRL,csv/frh04/6097595.csv,643.3161126168483,101,7,permanent meadows,belle-ile
78184,78184,6097597,PTR,csv/frh04/6097597.csv,622.7280532330615,101,8,temporary meadows,belle-ile
78185,78185,6097598,MIE,csv/frh04/6097598.csv,616.0441697457534,101,3,corn,belle-ile
78186,78186,6097599,MIE,csv/frh04/6097599.csv,639.539703064682,101,3,corn,belle-ile
78187,78187,6097600,PPH,csv/frh04/6097600.csv,648.8712871287129,101,7,permanent meadows,belle-ile
78191,78191,6097604,PTR,csv/frh04/6097604.csv,598.178217821782,101,8,temporary meadows,belle-ile
78192,78192,6097605,PTR,csv/frh04/6097605.csv,606.6096234827178,101,8,temporary meadows,belle-ile
78193,78193,6097606,PTR,csv/frh04/6097606.csv,632.3315871907505,101,8,temporary meadows,belle-ile
78195,78195,6097608,PPH,csv/frh04/6097608.csv,610.6246794224162,101,7,permanent meadows,belle-ile
79052,79052,6098505,PPH,csv/frh04/6098505.csv,651.6454754951982,101,7,permanent meadows,belle-ile
79053,79053,6098506,PPH,csv/frh04/6098506.csv,645.9857217837069,101,7,permanent meadows,belle-ile
79054,79054,6098507,PPH,csv/frh04/6098507.csv,650.8120118942587,101,7,permanent meadows,belle-ile
79055,79055,6098508,PPH,csv/frh04/6098508.csv,669.1485148514852,101,7,permanent meadows,belle-ile
79056,79056,6098509,PPH,csv/frh04/6098509.csv,667.5237169979688,101,7,permanent meadows,belle-ile
79057,79057,6098510,PPH,csv/frh04/6098510.csv,686.5146662208969,101,7,permanent meadows,belle-ile
79058,79058,6098511,PPH,csv/frh04/6098511.csv,679.2871287128712,101,7,permanent meadows,belle-ile
79059,79059,6098512,PPH,csv/frh04/6098512.csv,679.2871287128712,101,7,permanent meadows,belle-ile
79060,79060,6098513,PPH,csv/frh04/6098513.csv,705.1340431266112,101,7,permanent meadows,belle-ile
79061,79061,6098514,PPH,csv/frh04/6098514.csv,608.3168316831683,101,7,permanent meadows,belle-ile
79062,79062,6098515,PPH,csv/frh04/6098515.csv,612.9987927022368,101,7,permanent meadows,belle-ile
79063,79063,6098516,PPH,csv/frh04/6098516.csv,628.4422512839519,101,7,permanent meadows,belle-ile
79133,79133,6098587,PPH,csv/frh04/6098587.csv,648.6987965337178,101,7,permanent meadows,belle-ile
79134,79134,6098588,PPH,csv/frh04/6098588.csv,623.5383966414761,101,7,permanent meadows,belle-ile
79135,79135,6098589,PPH,csv/frh04/6098589.csv,628.7328185068035,101,7,permanent meadows,belle-ile
79136,79136,6098590,PPH,csv/frh04/6098590.csv,607.2292302842967,101,7,permanent meadows,belle-ile
79137,79137,6098591,PPH,csv/frh04/6098591.csv,669.1485148514852,101,7,permanent meadows,belle-ile
79138,79138,6098592,PPH,csv/frh04/6098592.csv,668.1992026061653,101,7,permanent meadows,belle-ile
79139,79139,6098593,PPH,csv/frh04/6098593.csv,661.234149861267,101,7,permanent meadows,belle-ile
79140,79140,6098594,PPH,csv/frh04/6098594.csv,694.7201544707259,101,7,permanent meadows,belle-ile
79141,79141,6098595,PPH,csv/frh04/6098595.csv,639.6748444098275,101,7,permanent meadows,belle-ile
79142,79142,6098596,PPH,csv/frh04/6098596.csv,644.795195679568,101,7,permanent meadows,belle-ile
79143,79143,6098597,PPH,csv/frh04/6098597.csv,696.5549472505029,101,7,permanent meadows,belle-ile
79144,79144,6098598,PPH,csv/frh04/6098598.csv,718.0888633933317,101,7,permanent meadows,belle-ile
79145,79145,6098599,PPH,csv/frh04/6098599.csv,638.5674478642952,101,7,permanent meadows,belle-ile
79146,79146,6098600,PPH,csv/frh04/6098600.csv,631.5238076280486,101,7,permanent meadows,belle-ile
79606,79606,6099058,BTH,csv/frh04/6099058.csv,661.3245152421033,101,1,wheat,belle-ile
79608,79608,6099060,PPH,csv/frh04/6099060.csv,675.8492818295914,101,7,permanent meadows,belle-ile
79609,79609,6099061,PRL,csv/frh04/6099061.csv,666.1852967905488,101,7,permanent meadows,belle-ile
79619,79619,6099071,PRL,csv/frh04/6099071.csv,637.2340261455878,101,7,permanent meadows,belle-ile
80355,80355,6099846,ORP,csv/frh04/6099846.csv,608.0140826164305,101,0,barley,belle-ile
80357,80357,6099849,MIE,csv/frh04/6099849.csv,650.8607653171014,101,3,corn,belle-ile
80358,80358,6099850,MIE,csv/frh04/6099850.csv,620.0341954755055,101,3,corn,belle-ile
80359,80359,6099851,RGA,csv/frh04/6099851.csv,657.5256600772952,101,8,temporary meadows,belle-ile
80360,80360,6099852,PRL,csv/frh04/6099852.csv,664.52890775592,101,7,permanent meadows,belle-ile
80362,80362,6099854,PRL,csv/frh04/6099854.csv,679.2871287128712,101,7,permanent meadows,belle-ile
80363,80363,6099855,MIE,csv/frh04/6099855.csv,642.7252711048643,101,3,corn,belle-ile
80366,80366,6099859,PRL,csv/frh04/6099859.csv,642.9098353295356,101,7,permanent meadows,belle-ile
80368,80368,6099861,PRL,csv/frh04/6099861.csv,672.9548695783284,101,7,permanent meadows,belle-ile
80369,80369,6099862,MIE,csv/frh04/6099862.csv,657.6787232298045,101,3,corn,belle-ile
80370,80370,6099863,PRL,csv/frh04/6099863.csv,666.8649991147013,101,7,permanent meadows,belle-ile
80371,80371,6099864,PRL,csv/frh04/6099864.csv,668.8296082634657,101,7,permanent meadows,belle-ile
80373,80373,6099866,BTH,csv/frh04/6099866.csv,669.1485148514852,101,1,wheat,belle-ile
80374,80374,6099867,RGA,csv/frh04/6099867.csv,657.6346439268203,101,8,temporary meadows,belle-ile
80791,80791,6100364,PRL,csv/frh04/6100364.csv,646.8949162160468,101,7,permanent meadows,belle-ile
80792,80792,6100365,PRL,csv/frh04/6100365.csv,670.7556729006234,101,7,permanent meadows,belle-ile
80794,80794,6100367,PRL,csv/frh04/6100367.csv,660.6733626225845,101,7,permanent meadows,belle-ile
80796,80796,6100369,PRL,csv/frh04/6100369.csv,672.602089074887,101,7,permanent meadows,belle-ile
80798,80798,6100371,PRL,csv/frh04/6100371.csv,679.2871287128712,101,7,permanent meadows,belle-ile
80800,80800,6100373,ORP,csv/frh04/6100373.csv,655.52697845897,101,0,barley,belle-ile
80801,80801,6100374,ORP,csv/frh04/6100374.csv,640.746093057488,101,0,barley,belle-ile
80803,80803,6100376,MIE,csv/frh04/6100376.csv,669.1154810838128,101,3,corn,belle-ile
80805,80805,6100378,PTR,csv/frh04/6100378.csv,654.0770876085728,101,8,temporary meadows,belle-ile
80806,80806,6100379,MIE,csv/frh04/6100379.csv,658.8928776011347,101,3,corn,belle-ile
80807,80807,6100380,PTR,csv/frh04/6100380.csv,659.2522100248264,101,8,temporary meadows,belle-ile
80808,80808,6100381,PRL,csv/frh04/6100381.csv,637.1835606852959,101,7,permanent meadows,belle-ile
81682,81682,6101473,PRL,csv/frh04/6101473.csv,615.0783494534426,101,7,permanent meadows,belle-ile
81741,81741,6101474,PRL,csv/frh04/6101474.csv,608.3168316831683,101,7,permanent meadows,belle-ile
81808,81808,6101475,PRL,csv/frh04/6101475.csv,642.0568878240138,101,7,permanent meadows,belle-ile
81904,81904,6101476,PRL,csv/frh04/6101476.csv,648.1642942976017,101,7,permanent meadows,belle-ile
81905,81905,6101477,PRL,csv/frh04/6101477.csv,608.3168316831683,101,7,permanent meadows,belle-ile
81907,81907,6101479,PTR,csv/frh04/6101479.csv,608.3168316831683,101,8,temporary meadows,belle-ile
81908,81908,6101480,PTR,csv/frh04/6101480.csv,608.3168316831683,101,8,temporary meadows,belle-ile
81971,81971,6101542,PRL,csv/frh04/6101542.csv,655.9942327307867,101,7,permanent meadows,belle-ile
81972,81972,6101543,PTR,csv/frh04/6101543.csv,652.1036887362204,101,8,temporary meadows,belle-ile
81973,81973,6101544,PRL,csv/frh04/6101544.csv,657.4123105670237,101,7,permanent meadows,belle-ile
81974,81974,6101545,PRL,csv/frh04/6101545.csv,658.5033245462911,101,7,permanent meadows,belle-ile
81975,81975,6101546,PRL,csv/frh04/6101546.csv,689.4257425742575,101,7,permanent meadows,belle-ile
81976,81976,6101547,PTR,csv/frh04/6101547.csv,719.8415841584157,101,8,temporary meadows,belle-ile
81978,81978,6101549,PTR,csv/frh04/6101549.csv,664.7711715113645,101,8,temporary meadows,belle-ile
81980,81980,6101550,PTR,csv/frh04/6101550.csv,705.9070799487619,101,8,temporary meadows,belle-ile
81983,81983,6101553,PTR,csv/frh04/6101553.csv,703.758818435035,101,8,temporary meadows,belle-ile
81984,81984,6101554,PTR,csv/frh04/6101554.csv,696.6159790463098,101,8,temporary meadows,belle-ile
81986,81986,6101556,PRL,csv/frh04/6101556.csv,706.4867293452036,101,7,permanent meadows,belle-ile
81987,81987,6101557,PRL,csv/frh04/6101557.csv,671.5405553058703,101,7,permanent meadows,belle-ile
81988,81988,6101558,PTR,csv/frh04/6101558.csv,709.6541614752608,101,8,temporary meadows,belle-ile
81992,81992,6101562,PTR,csv/frh04/6101562.csv,704.1249689517571,101,8,temporary meadows,belle-ile
81993,81993,6101563,PRL,csv/frh04/6101563.csv,727.6170341197686,101,7,permanent meadows,belle-ile
81994,81994,6101564,PRL,csv/frh04/6101564.csv,659.009900990099,101,7,permanent meadows,belle-ile
81995,81995,6101565,PRL,csv/frh04/6101565.csv,648.8712871287129,101,7,permanent meadows,belle-ile
81996,81996,6101566,PRL,csv/frh04/6101566.csv,648.8712871287129,101,7,permanent meadows,belle-ile
81997,81997,6101567,PRL,csv/frh04/6101567.csv,659.009900990099,101,7,permanent meadows,belle-ile
82063,82063,6101636,PTR,csv/frh04/6101636.csv,682.3021556392928,101,8,temporary meadows,belle-ile
93650,93650,6113645,RGA,csv/frh04/6113645.csv,588.898750524109,50,8,temporary meadows,belle-ile
93663,93663,6113641,PPH,csv/frh04/6113641.csv,592.1939708265803,50,7,permanent meadows,belle-ile
93664,93664,6113642,RGA,csv/frh04/6113642.csv,593.8749246175855,50,8,temporary meadows,belle-ile
93668,93668,6113648,RGA,csv/frh04/6113648.csv,574.8008499130771,50,8,temporary meadows,belle-ile
93669,93669,6113649,RGA,csv/frh04/6113649.csv,593.92,50,8,temporary meadows,belle-ile
93670,93670,6113650,RGA,csv/frh04/6113650.csv,593.92,50,8,temporary meadows,belle-ile
93671,93671,6113651,MIE,csv/frh04/6113651.csv,578.0049964106246,50,3,corn,belle-ile
93672,93672,6113652,MIE,csv/frh04/6113652.csv,593.5994647550776,50,3,corn,belle-ile
93673,93673,6113653,MIE,csv/frh04/6113653.csv,593.92,50,3,corn,belle-ile
93747,93747,6113730,RGA,csv/frh04/6113730.csv,584.50546506821,50,8,temporary meadows,belle-ile
93927,93927,6113943,RGA,csv/frh04/6113943.csv,658.4528979591837,50,8,temporary meadows,belle-ile
93942,93942,6113930,RGA,csv/frh04/6113930.csv,606.6188031892573,50,8,temporary meadows,belle-ile
93945,93945,6113932,RGA,csv/frh04/6113932.csv,594.3131869646547,50,8,temporary meadows,belle-ile
93950,93950,6113937,PRL,csv/frh04/6113937.csv,596.8271530531324,50,7,permanent meadows,belle-ile
93953,93953,6113940,MIE,csv/frh04/6113940.csv,628.0852017339113,50,3,corn,belle-ile
93955,93955,6113942,PRL,csv/frh04/6113942.csv,593.92,50,7,permanent meadows,belle-ile
93957,93957,6113944,PRL,csv/frh04/6113944.csv,655.6243291207313,50,7,permanent meadows,belle-ile
93959,93959,6113946,ORH,csv/frh04/6113946.csv,655.8391280074437,50,0,barley,belle-ile
93960,93960,6113947,PRL,csv/frh04/6113947.csv,675.84,50,7,permanent meadows,belle-ile
94022,94022,6114014,RGA,csv/frh04/6114014.csv,675.84,50,8,temporary meadows,belle-ile
94023,94023,6114015,RGA,csv/frh04/6114015.csv,672.7170835090087,50,8,temporary meadows,belle-ile
94026,94026,6114018,RGA,csv/frh04/6114018.csv,618.7838781708517,50,8,temporary meadows,belle-ile
94027,94027,6114019,MIE,csv/frh04/6114019.csv,639.5807694837225,50,3,corn,belle-ile
94029,94029,6114021,MIE,csv/frh04/6114021.csv,583.5127561363877,63,3,corn,belle-ile
94033,94033,6114025,PPH,csv/frh04/6114025.csv,614.4,50,7,permanent meadows,belle-ile
94035,94035,6114027,BTH,csv/frh04/6114027.csv,614.4,50,1,wheat,belle-ile
94037,94037,6114029,RGA,csv/frh04/6114029.csv,613.9718000653381,50,8,temporary meadows,belle-ile
94038,94038,6114030,RGA,csv/frh04/6114030.csv,624.4414404432133,50,8,temporary meadows,belle-ile
94039,94039,6114031,RGA,csv/frh04/6114031.csv,660.6483400160386,50,8,temporary meadows,belle-ile
94041,94041,6114033,RGA,csv/frh04/6114033.csv,657.8750479144741,50,8,temporary meadows,belle-ile
94113,94113,6114107,RGA,csv/frh04/6114107.csv,655.1540341555977,50,8,temporary meadows,belle-ile
94114,94114,6114108,MIE,csv/frh04/6114108.csv,614.4,50,3,corn,belle-ile
94115,94115,6114109,RGA,csv/frh04/6114109.csv,603.784726870419,50,8,temporary meadows,belle-ile
94116,94116,6114110,RGA,csv/frh04/6114110.csv,614.0927833034401,50,8,temporary meadows,belle-ile
94117,94117,6114111,RGA,csv/frh04/6114111.csv,593.92,50,8,temporary meadows,belle-ile
94118,94118,6114112,PPH,csv/frh04/6114112.csv,593.92,50,7,permanent meadows,belle-ile
94120,94120,6114126,PPH,csv/frh04/6114126.csv,640.2232960247009,50,7,permanent meadows,belle-ile
94124,94124,6114116,RGA,csv/frh04/6114116.csv,611.3813349424123,57,8,temporary meadows,belle-ile
94126,94126,6114118,BTH,csv/frh04/6114118.csv,571.1291396332863,50,1,wheat,belle-ile
94127,94127,6114119,PRL,csv/frh04/6114119.csv,599.8091704768126,50,7,permanent meadows,belle-ile
94128,94128,6114120,RGA,csv/frh04/6114120.csv,556.5864841745081,50,8,temporary meadows,belle-ile
94129,94129,6114121,RGA,csv/frh04/6114121.csv,622.5702729583379,50,8,temporary meadows,belle-ile
94130,94130,6114122,MIE,csv/frh04/6114122.csv,639.8610370683283,50,3,corn,belle-ile
94131,94131,6114123,RGA,csv/frh04/6114123.csv,614.4,50,8,temporary meadows,belle-ile
94205,94205,6114197,BTH,csv/frh04/6114197.csv,616.0437238017871,50,1,wheat,belle-ile
94207,94207,6114199,RGA,csv/frh04/6114199.csv,661.8108326116542,50,8,temporary meadows,belle-ile
94208,94208,6114200,MIE,csv/frh04/6114200.csv,659.7395668363857,50,3,corn,belle-ile
94209,94209,6114201,BTH,csv/frh04/6114201.csv,616.6731839499739,50,1,wheat,belle-ile
94210,94210,6114202,PPH,csv/frh04/6114202.csv,619.2009968847352,50,7,permanent meadows,belle-ile
94211,94211,6114204,RGA,csv/frh04/6114204.csv,614.4,50,8,temporary meadows,belle-ile
94212,94212,6114205,PPH,csv/frh04/6114205.csv,614.4,50,7,permanent meadows,belle-ile
94213,94213,6114206,PRL,csv/frh04/6114206.csv,632.921077752117,50,7,permanent meadows,belle-ile
94214,94214,6114207,MIE,csv/frh04/6114207.csv,634.88,50,3,corn,belle-ile
94220,94220,6114213,MIE,csv/frh04/6114213.csv,618.1978605574096,50,3,corn,belle-ile
94221,94221,6114214,RGA,csv/frh04/6114214.csv,670.4993954983921,50,8,temporary meadows,belle-ile
94287,94287,6114289,ORH,csv/frh04/6114289.csv,656.3493302394263,50,0,barley,belle-ile
94288,94288,6114290,MIE,csv/frh04/6114290.csv,675.84,50,3,corn,belle-ile
94289,94289,6114304,RGA,csv/frh04/6114304.csv,608.6430622009569,50,8,temporary meadows,belle-ile
94291,94291,6114291,PPH,csv/frh04/6114291.csv,593.92,50,7,permanent meadows,belle-ile
94292,94292,6114292,RGA,csv/frh04/6114292.csv,593.92,50,8,temporary meadows,belle-ile
94294,94294,6114294,MIE,csv/frh04/6114294.csv,613.1280721641256,50,3,corn,belle-ile
94295,94295,6114295,RGA,csv/frh04/6114295.csv,594.5118038528898,50,8,temporary meadows,belle-ile
94299,94299,6114300,MIE,csv/frh04/6114300.csv,671.1381173746548,50,3,corn,belle-ile
94300,94300,6114301,RGA,csv/frh04/6114301.csv,665.2511951305163,50,8,temporary meadows,belle-ile
94302,94302,6114303,MIE,csv/frh04/6114303.csv,604.5022156573118,56,3,corn,belle-ile
94303,94303,6114306,RGA,csv/frh04/6114306.csv,604.5574965586859,50,8,temporary meadows,belle-ile
98704,98704,6118808,ORH,csv/frh04/6118808.csv,694.0251055293897,101,0,barley,belle-ile
98705,98705,6118809,PTR,csv/frh04/6118809.csv,683.9401485326929,101,8,temporary meadows,belle-ile
98706,98706,6118810,PTR,csv/frh04/6118810.csv,681.8012586683768,101,8,temporary meadows,belle-ile
98707,98707,6118811,MIE,csv/frh04/6118811.csv,696.7157247030318,101,3,corn,belle-ile
98708,98708,6118812,PTR,csv/frh04/6118812.csv,680.3263898592818,101,8,temporary meadows,belle-ile
98709,98709,6118813,PTR,csv/frh04/6118813.csv,689.8662762806447,101,8,temporary meadows,belle-ile
98710,98710,6118814,PTR,csv/frh04/6118814.csv,689.4257425742575,101,8,temporary meadows,belle-ile
98711,98711,6118815,MIE,csv/frh04/6118815.csv,689.4257425742575,101,3,corn,belle-ile
